,country,description,points,price,province,taster_name,taster_twitter_handle,title,variety,winery
15099,Argentina,"This lightly oxidized Chard is powdery but not entirely fresh, as it shows aromas of pool water and mealy melon. The palate is chunky and just O.K. in feel, while fleshy flavors of melon and peach end briny and mildly bitter.",83,10.0,Mendoza Province,Michael Schachner,@wineschach,O. Fournier 2012 Urban Uco Chardonnay (Uco Valley),Chardonnay,O. Fournier
15283,Austria,"The nose does not want to give a lot away. The palate, however, shows spicy hints of nettle and a fresh bouncy zesty backbone of lemon and grapefruit, which makes it all the more appetizing.",90,35.0,Kamptal,Anne Krebiehl MW,@AnneInVino,Steininger 2015 Kittmannsberg Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Steininger
15284,Canada,"Sourced from a single vineyard on Oliver's North Bench, this was fermented and aged in one-quarter new French oak barrels. The time in oak has somewhat muted the snappy vitality of the fruit (some tasters might argue it has simply rounded it off). Grassy hints of fresh asparagus remain, and with peppery herb, juicy gooseberry and citrus peel.",90,23.0,British Columbia,Paul Gregutt,@paulgwine ,Township 7 2015 Blue Terrace Vineyard Reserve Sauvignon Blanc (Okanagan Valley),Sauvignon Blanc,Township 7
15295,US,"High-toned aromas of cocoa, barrel spice, vanilla and dark fruit lead to plentiful, focused fruit and barrel flavors. The flavors linger on the finish.",90,30.0,Washington,Sean P. Sullivan,@wawinereport,Airfield Estates 2014 Reserve Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Airfield Estates
15296,US,"Comprised of 75% Cabernet Franc and 25% Merlot, this is a juicy, savory and lengthy wine, with herbaceous elements of cedar, brush and peppercorn. A lush, full-bodied complement of baked plum and cherry ride out a lengthy finish.",90,75.0,California,Virginie Boone,@vboone,Ancient Oak Cellars 2012 Reserve Series Alcaeus Berger Vineyard Red (Sonoma Mountain),Bordeaux-style Red Blend,Ancient Oak Cellars
15298,Italy,"Made entirely with Sangiovese, this opens with aromas of mature dark-skinned berry, violet and a whiff of baking spice. On the bright silky palate, notes of pipe tobacco, chopped herb and a hint of game add depth to the red-berry core.",90,28.0,Tuscany,Kerin O’Keefe,@kerinokeefe,Tua Rita 2013 Perlato del Bosco Sangiovese (Toscana),Sangiovese,Tua Rita
15299,Austria,"The inviting notion of gently sun-ripened yellow plums on the nose draws you in. The palate follows this with gentle, juicy but balanced ripeness, featuring mirabelle plum and pear. There is a welcome grapefruit zestiness to the body and finish that makes this refreshing and moreish.",90,21.0,Kremstal,Anne Krebiehl MW,@AnneInVino,Türk 2015 Kremser Sandgrube Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Türk
15301,US,"This wine has that wonderful but hard-to-pin-down Zinfandel essence that's extremely fruity but also uniquely spicy and brambly. It blends together ripe raspberry, creamy vanilla and red cherry on a smooth, nicely viscous and very full-bodied frame that helps the finish linger.",90,32.0,California,Jim Gordon,@gordone_cellars,Wood Family Vineyards 2014 Big Wood Zin Zinfandel (Livermore Valley),Zinfandel,Wood Family Vineyards
15610,France,"From Bouchard's home vineyard, this is one of their signature wines. In 2005, it has produced a luscious, fruity wine whose richness is only a part of its wonderful floating character. The ripeness of the wine is matched by its structure, which promises considerable aging.",94,42.0,Burgundy,Roger Voss,@vossroger,Bouchard Père & Fils 2005 Beaune du Château Premier Cru  (Beaune),Pinot Noir,Bouchard Père & Fils
15969,France,"Still young, this wine has a tight character that needs to open up. Since there is plenty of fruit along with perfumed acidity, it will happen. Tannins and a bitter edge need to be softened, so wait until late 2016 for this wine's potential to really show.",85,20.0,Loire Valley,Roger Voss,@vossroger,Chavet Fils 2014  Menetou-Salon,Pinot Noir,Chavet Fils
15970,US,"A dense, bombshell of a blend, this is comprised of 80% Syrah and 20% Grenache. This tannic beast is somewhat reduced and chewy, committed entirely to meat, tobacco and leathery flavor.",85,32.0,California,Virginie Boone,@vboone,Cosa Obra 2012 Proprietor's Blend Red (Sonoma County),Rhône-style Red Blend,Cosa Obra
15971,France,"Packed with acidity as much as fruit, this is a tight, intensely fresh wine. There are some hints of tannins from the Pinot Noir as well as raspberry fruits, although the crisp acidity shows most strongly.",85,33.0,France Other,Roger Voss,@vossroger,Domaine de Savagny NV Rosé Brut Pinot Noir (Crémant de Jura),Pinot Noir,Domaine de Savagny
16354,France,"A wine that's all about grapefruit and white currant fruits. This is very fresh, very crisp, tightened by minerality, with a lively, juicy lemon finish.",87,11.0,Loire Valley,Roger Voss,@vossroger,Guilbaud Frères 2007 Le Soleil Nantais  (Muscadet Sèvre et Maine),Melon,Guilbaud Frères
16360,South Africa,"This wine has a rustic but appealing air about it, with its cedary pepper and luscious jam nose and elegant balance of berry, smoke and spice. The wine is approachable and will pair with smoked meats and spicy dishes well.",87,35.0,Coastal Region,Susan Kostrzewa,@suskostrzewa,The Foundry 2004 Syrah (Coastal Region),Syrah,The Foundry
17017,US,"The first Bishop Creek designation from Erath, this dark-toned, deep and concentrated Pinot Noir is one to cellar. The fruit is seamless, sappy and dense, suggesting a mix of ripe berries. Fourteen months in French oak, about 40% new, seems just right, as the barrel notes of toast and coffee dance around the juicy berry flavors without smothering them.",92,50.0,Oregon,Paul Gregutt,@paulgwine ,Erath 2006 Bishop Creek Pinot Noir,Pinot Noir,Erath
17081,Argentina,"Cool, earthy, rooty aromas of licorice, Graham cracker, cassis and blackberry are dark and brooding. This Malbec is loosely structured, with heavy extraction and blackened, gritty flavors of blackberry and toast. A dark, rubbery, blocky finish is giant like the rest of the wine. Drink through 2022.",92,62.0,Mendoza Province,Michael Schachner,@wineschach,Andeluna 2012 Pasionado Malbec (Tupungato),Malbec,Andeluna
17082,Italy,"A blend of 70% Chardonnay and 30% Pinot Nero, this elegant wine opens with an alluring fragrance of white flowers and stone fruit. Made with no dosage, the linear palate offers juicy yellow apple, citrus, toasted almond and a hint of spice. A refined perlage accentuates the mineral finish.",92,45.0,Lombardy,Kerin O’Keefe,@kerinokeefe,Barone Pizzini 2011 Naturae Sparkling (Franciacorta),Sparkling Blend,Barone Pizzini
17083,France,"The balance of this wine is immediately striking. Everything is in its place: the crisp apples, tight acidity and the mineral texture are all just right. It's a delicious, perfumed and fragrant wine that is ready to drink with its light, poised aftertaste.",92,80.0,Champagne,Roger Voss,@vossroger,Billecart-Salmon NV Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Billecart-Salmon
17085,Italy,"This elegant sparkler opens with alluring aromas of fragrant jasmine, wisteria and white peach. Thanks to 80-year old vines, the linear palate has both finesse and concentration, offering ripe yellow apple, Bartlett pear, energizing mineral tones and a saline note alongside a creamy mousse.",92,30.0,Veneto,Kerin O’Keefe,@kerinokeefe,Ca' dei Zago 2013 Dosaggio Zero  (Valdobbiadene Prosecco Superiore),Glera,Ca' dei Zago
17086,Canada,"Produced from the estate vineyard's oldest vines, this CSV bottling is a dry, leesy, textural wine, with dominant flavors of citrus flesh and rind along with green apples. There's a strong streak of mineral also, and a well-balanced finish of medium length.",92,25.0,Ontario,Paul Gregutt,@paulgwine ,Cave Spring 2012 CSV Estate Bottled Riesling (Beamsville Bench),Riesling,Cave Spring
17087,US,"Dense and intense, with loads of fine-grained tannin, this is a deep, dark-colored wine with oodles of flavor and a very thick texture. As massive as it is in texture though, delicious flavors like blackberry, blueberry and dark chocolate come through and then linger on the finish. Drink from 2016 to 2026.",92,29.0,California,Jim Gordon,@gordone_cellars,Cedarville Vineyard 2012 Naylor Vineyard Petite Sirah (El Dorado),Petite Sirah,Cedarville Vineyard
17089,US,"This is a rich, inviting wine with characteristics of dried cranberry and red currant, replete with dusty, spicy tannins and spicy, spiked vanilla. Lush, the tannins are soft and supple, a tad smoky, and the secondary elements darker in smoke, black licorice and espresso. Burly, it's balanced and refined.",92,55.0,California,Virginie Boone,@vboone,Ehlers Estate 2012 Estate Merlot (St. Helena),Merlot,Ehlers Estate
17090,Australia,"Phil Sexton's wines under the Giant Steps label are becoming more consistent, and the 2014s may be his best yet. This is a medium- to full-bodied wine, with a supple, creamy texture and lingering notes of spring flowers and black cherries. Subtle oaking adds brown sugar and mocha shadings to the crisp finish. Drink now–2022.",92,42.0,Victoria,Joe Czerwinski,@JoeCz,Giant Steps 2014 Sexton Vineyard Pinot Noir (Yarra Valley),Pinot Noir,Giant Steps
17182,Italy,"Aromas of blue flower, mature black fruit, underbrush and subtle oak lead the nose of this Taurasi. The palate offers solid tannins and flavors of mature plum, stewed prune and plum cake, accented by a hint of allspice.",89,45.0,Southern Italy,Kerin O’Keefe,@kerinokeefe,Pietracupa 2010  Taurasi,Aglianico,Pietracupa
17183,Spain,"Powdery, perfumed aromas of raspberry and red plum announce a palate with ringing acidity. Plum, red currant and strawberry flavors come with moderate loamy weight, while the finish takes on an earthy quality that's balanced by shearing, tangy acidity. This is only 60% Tempranillo while the rest is Garnacha, Graciano and Mazuelo. Drink through 2020.",89,95.0,Northern Spain,Michael Schachner,@wineschach,Pujanza 2010 Norte  (Rioja),Tempranillo Blend,Pujanza
17184,Spain,"Toasty, oaky aromas of popcorn and modest fruits set up an elegant feeling palate with a mild but present bubble bead. Apple, nectarine and citrus flavors finish long and pure, with a dry, citrusy feel.",89,24.0,Spain Other,Michael Schachner,@wineschach,Raventós I Blanc 2011 L'Hereu Reserva Brut Sparkling (Spain),Sparkling Blend,Raventós I Blanc
17185,US,"This was pressed whole-cluster and fermented in French oak, roughly one-third new. It's a flavorful wine with caramel apple appeal, good definition and medium length. The barrels put a pleasing toasty frame around the finish.",89,30.0,Washington,Paul Gregutt,@paulgwine ,Sparkman 2012 Lumière Chardonnay (Columbia Valley (WA)),Chardonnay,Sparkman
17197,Italy,"Made from the native grape Nerello Mascalese grown on Mount Etna, this salmon colored rosato offers bright red cherry, juicy pink grapefruit, nectarine, white pepper and mineral sensations. The savory palate is balanced by vibrant acidity.",89,20.0,Sicily & Sardinia,Kerin O’Keefe,@kerinokeefe,Graci 2013 Rosato Nerello Mascalese (Etna),Nerello Mascalese,Graci
17426,France,"A fresh, strawberry-flavored wine, with good red berry and red apple-skin textures. The acidity is initially prominent, but then there is also a burst of candy, leaving softness.",87,60.0,Champagne,Roger Voss,@vossroger,G. H. Mumm NV Brut Rosé  (Champagne),Champagne Blend,G. H. Mumm
17450,Germany,"Hints of honey and orange marmalade on the nose suggest a wine moving toward maturity at a rapid pace, and one gets a similar impression from the palate, which shows similar development. It's stony and layered with honeyed citrus without being sweet, with a wiry feel to the lingering finish. Drink now.",88,15.0,Rheingau,Joe Czerwinski,@JoeCz,Carl Ehrhard 2008 Rudesheimer Kabinett Dry Riesling (Rheingau),Riesling,Carl Ehrhard
17578,France,"An earthy, subdued nose leads to a clean palate of pear freshness. Rounded but dry, the body has a pleasantly bitter texture at its core. This finish is slightly warm but the pithy notes last with a touch of earthiness.",87,23.0,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Charles Baur 2015 Pinot Gris (Alsace),Pinot Gris,Domaine Charles Baur
18042,France,"A pure Sauvignon Blanc, unusual in Pessac-Léognan, which normally also includes Sémillon. This is a purely fresh wine, but with a serious aging potential side to it. For now, the white fruits, currants and pears are delicious, with fresh structure and a touch of wood spice. Screwcap.",92,55.0,Bordeaux,Roger Voss,@vossroger,Château Couhins-Lurton 2007  Pessac-Léognan,Bordeaux-style White Blend,Château Couhins-Lurton
18441,US,"Quite inky in the glass, this bottling shows black currant, black cherry and hearty violets on the nose. The palate is quite dark with a strong core flavor of black coffee, enhanced by loamy soils, crushed lava rocks and a touch of tarragon. A thick palate is sliced by bright acidity.",92,30.0,California,Matt Kettmann,@mattkettmann,Clos LaChance 2013 Reserve Petite Sirah (Central Coast),Petite Sirah,Clos LaChance
18457,Italy,"Rose, underbrush, dried berry and balsamic notes lead the nose. The taut structured palate evokes juicy strawberry, crushed cherry, star anise and cake spice framed in tightly woven fine-grained tannins. It's elegant and well balanced, with fresh acidity. Drink 2023–2033.",92,95.0,Piedmont,Kerin O’Keefe,@kerinokeefe,Azelia 2013 Margheria  (Barolo),Nebbiolo,Azelia
18458,Portugal,"This is an impressive Touriga Nacional from its home region. Aged for 12 months in wood, it has mint and eucalyptus flavors to add to the dark tannic fruit. Blackberries and juicy acidity are combined with the core of tannins to deliver a powerful statement that needs some more time to mature. Drink from 2019.",92,40.0,Dão,Roger Voss,@vossroger,Boas Quintas 2015 Fonte do Ouro Reserva Especial Touriga Nacional (Dão),Touriga Nacional,Boas Quintas
18459,US,"This beloved annual bottling by Randall Grahm blends 39% Mourvèdre, 33% Grenache, 26% Syrah and 2% Cinsaut to create a very savory, Old World-style expression, with aromas of roasted game, pencil shavings, dried red fruits and blood. The palate is very iron-rich and rustic, with uncrushed black peppercorns and raw and dried meat flavors.",92,60.0,California,Matt Kettmann,@mattkettmann,Bonny Doon 2012 Le Cigare Volant Reserve Red (Central Coast),Rhône-style Red Blend,Bonny Doon
